StateCode,StateName,TypeOfDisability,TypeOfRegion,Sex,TotalWork,Nonworkers
18,State - ASSAM (18),MentalIllness, Total ,Females,1104,7090
18,State - ASSAM (18),MentalIllness, Rural ,Persons,4025,11989
18,State - ASSAM (18),MentalIllness, Rural ,Males,2984,5924
18,State - ASSAM (18),MentalIllness, Rural ,Females,1041,6065
18,State - ASSAM (18),MentalIllness, Urban ,Persons,326,2479
18,State - ASSAM (18),MentalIllness, Urban ,Males,263,1454
18,State - ASSAM (18),MentalIllness, Urban ,Females,63,1025
18,State - ASSAM (18),AnyOther, Total ,Persons,34613,52848
18,State - ASSAM (18),AnyOther, Total ,Males,24089,22436
18,State - ASSAM (18),AnyOther, Total ,Females,10524,30412
18,State - ASSAM (18),AnyOther, Rural ,Persons,28361,43683
18,State - ASSAM (18),AnyOther, Rural ,Males,19621,18774
18,State - ASSAM (18),AnyOther, Rural ,Females,8740,24909
18,State - ASSAM (18),AnyOther, Urban ,Persons,6252,9165
18,State - ASSAM (18),AnyOther, Urban ,Males,4468,3662
18,State - ASSAM (18),AnyOther, Urban ,Females,1784,5503
18,State - ASSAM (18),MultipleDisability, Total ,Persons,9084,40440
18,State - ASSAM (18),MultipleDisability, Total ,Males,6658,18895
18,State - ASSAM (18),MultipleDisability, Total ,Females,2426,21545
18,State - ASSAM (18),MultipleDisability, Rural ,Persons,8322,35666
18,State - ASSAM (18),MultipleDisability, Rural ,Males,6073,16528
18,State - ASSAM (18),MultipleDisability, Rural ,Females,2249,19138
18,State - ASSAM (18),MultipleDisability, Urban ,Persons,762,4774
18,State - ASSAM (18),MultipleDisability, Urban ,Males,585,2367
18,State - ASSAM (18),MultipleDisability, Urban ,Females,177,2407
19,State - WEST BENGAL (19),TotalDisabledPopulation, Total ,Persons,685516,1331890
19,State - WEST BENGAL (19),TotalDisabledPopulation, Total ,Males,535887,591294
19,State - WEST BENGAL (19),TotalDisabledPopulation, Total ,Females,149629,740596
19,State - WEST BENGAL (19),TotalDisabledPopulation, Rural ,Persons,465592,903350
19,State - WEST BENGAL (19),TotalDisabledPopulation, Rural ,Males,362414,406207
19,State - WEST BENGAL (19),TotalDisabledPopulation, Rural ,Females,103178,497143
19,State - WEST BENGAL (19),TotalDisabledPopulation, Urban ,Persons,219924,428540
19,State - WEST BENGAL (19),TotalDisabledPopulation, Urban ,Males,173473,185087
19,State - WEST BENGAL (19),TotalDisabledPopulation, Urban ,Females,46451,243453
19,State - WEST BENGAL (19),InSeeing, Total ,Persons,161730,262743
19,State - WEST BENGAL (19),InSeeing, Total ,Males,125660,97665
19,State - WEST BENGAL (19),InSeeing, Total ,Females,36070,165078
19,State - WEST BENGAL (19),InSeeing, Rural ,Persons,106297,171069
19,State - WEST BENGAL (19),InSeeing, Rural ,Males,81743,63927
19,State - WEST BENGAL (19),InSeeing, Rural ,Females,24554,107142
19,State - WEST BENGAL (19),InSeeing, Urban ,Persons,55433,91674
19,State - WEST BENGAL (19),InSeeing, Urban ,Males,43917,33738
19,State - WEST BENGAL (19),InSeeing, Urban ,Females,11516,57936
19,State - WEST BENGAL (19),InHearing, Total ,Persons,126567,188625
19,State - WEST BENGAL (19),InHearing, Total ,Males,95006,70747
19,State - WEST BENGAL (19),InHearing, Total ,Females,31561,117878
19,State - WEST BENGAL (19),InHearing, Rural ,Persons,82822,117597
19,State - WEST BENGAL (19),InHearing, Rural ,Males,61452,44053
19,State - WEST BENGAL (19),InHearing, Rural ,Females,21370,73544
19,State - WEST BENGAL (19),InHearing, Urban ,Persons,43745,71028
19,State - WEST BENGAL (19),InHearing, Urban ,Males,33554,26694
19,State - WEST BENGAL (19),InHearing, Urban ,Females,10191,44334
19,State - WEST BENGAL (19),InSpeech, Total ,Persons,50170,97166
19,State - WEST BENGAL (19),InSpeech, Total ,Males,39317,41938
19,State - WEST BENGAL (19),InSpeech, Total ,Females,10853,55228
19,State - WEST BENGAL (19),InSpeech, Rural ,Persons,31047,63251
19,State - WEST BENGAL (19),InSpeech, Rural ,Males,24282,28137
19,State - WEST BENGAL (19),InSpeech, Rural ,Females,6765,35114
19,State - WEST BENGAL (19),InSpeech, Urban ,Persons,19123,33915
19,State - WEST BENGAL (19),InSpeech, Urban ,Males,15035,13801
19,State - WEST BENGAL (19),InSpeech, Urban ,Females,4088,20114
19,State - WEST BENGAL (19),InMovement, Total ,Persons,107728,215217
19,State - WEST BENGAL (19),InMovement, Total ,Males,90772,114170
19,State - WEST BENGAL (19),InMovement, Total ,Females,16956,101047
19,State - WEST BENGAL (19),InMovement, Rural ,Persons,79393,159666
19,State - WEST BENGAL (19),InMovement, Rural ,Males,67074,85253
19,State - WEST BENGAL (19),InMovement, Rural ,Females,12319,74413
19,State - WEST BENGAL (19),InMovement, Urban ,Persons,28335,55551
19,State - WEST BENGAL (19),InMovement, Urban ,Males,23698,28917
19,State - WEST BENGAL (19),InMovement, Urban ,Females,4637,26634
19,State - WEST BENGAL (19),MentalRetardation, Total ,Persons,30446,106077
19,State - WEST BENGAL (19),MentalRetardation, Total ,Males,23610,52660
19,State - WEST BENGAL (19),MentalRetardation, Total ,Females,6836,53417
19,State - WEST BENGAL (19),MentalRetardation, Rural ,Persons,20912,71614
19,State - WEST BENGAL (19),MentalRetardation, Rural ,Males,16041,35434
19,State - WEST BENGAL (19),MentalRetardation, Rural ,Females,4871,36180
19,State - WEST BENGAL (19),MentalRetardation, Urban ,Persons,9534,34463
19,State - WEST BENGAL (19),MentalRetardation, Urban ,Males,7569,17226
19,State - WEST BENGAL (19),MentalRetardation, Urban ,Females,1965,17237
19,State - WEST BENGAL (19),MentalIllness, Total ,Persons,14616,56899
19,State - WEST BENGAL (19),MentalIllness, Total ,Males,11358,29387
19,State - WEST BENGAL (19),MentalIllness, Total ,Females,3258,27512
19,State - WEST BENGAL (19),MentalIllness, Rural ,Persons,11280,38601
19,State - WEST BENGAL (19),MentalIllness, Rural ,Males,8716,19359
19,State - WEST BENGAL (19),MentalIllness, Rural ,Females,2564,19242
19,State - WEST BENGAL (19),MentalIllness, Urban ,Persons,3336,18298
19,State - WEST BENGAL (19),MentalIllness, Urban ,Males,2642,10028
19,State - WEST BENGAL (19),MentalIllness, Urban ,Females,694,8270
19,State - WEST BENGAL (19),AnyOther, Total ,Persons,161028,241893
19,State - WEST BENGAL (19),AnyOther, Total ,Males,124637,103626
19,State - WEST BENGAL (19),AnyOther, Total ,Females,36391,138267
19,State - WEST BENGAL (19),AnyOther, Rural ,Persons,107625,155102
19,State - WEST BENGAL (19),AnyOther, Rural ,Males,82990,67471
19,State - WEST BENGAL (19),AnyOther, Rural ,Females,24635,87631
19,State - WEST BENGAL (19),AnyOther, Urban ,Persons,53403,86791
19,State - WEST BENGAL (19),AnyOther, Urban ,Males,41647,36155
19,State - WEST BENGAL (19),AnyOther, Urban ,Females,11756,50636
19,State - WEST BENGAL (19),MultipleDisability, Total ,Persons,33231,163270
19,State - WEST BENGAL (19),MultipleDisability, Total ,Males,25527,81101
19,State - WEST BENGAL (19),MultipleDisability, Total ,Females,7704,82169
19,State - WEST BENGAL (19),MultipleDisability, Rural ,Persons,26216,126450
19,State - WEST BENGAL (19),MultipleDisability, Rural ,Males,20116,62573
19,State - WEST BENGAL (19),MultipleDisability, Rural ,Females,6100,63877
19,State - WEST BENGAL (19),MultipleDisability, Urban ,Persons,7015,36820
19,State - WEST BENGAL (19),MultipleDisability, Urban ,Males,5411,18528
19,State - WEST BENGAL (19),MultipleDisability, Urban ,Females,1604,18292
20,State - JHARKHAND (20),TotalDisabledPopulation, Total ,Persons,290133,479847
20,State - JHARKHAND (20),TotalDisabledPopulation, Total ,Males,201071,225805
20,State - JHARKHAND (20),TotalDisabledPopulation, Total ,Females,89062,254042
20,State - JHARKHAND (20),TotalDisabledPopulation, Rural ,Persons,240841,356703
20,State - JHARKHAND (20),TotalDisabledPopulation, Rural ,Males,159958,168738
20,State - JHARKHAND (20),TotalDisabledPopulation, Rural ,Females,80883,187965
20,State - JHARKHAND (20),TotalDisabledPopulation, Urban ,Persons,49292,123144
20,State - JHARKHAND (20),TotalDisabledPopulation, Urban ,Males,41113,57067
20,State - JHARKHAND (20),TotalDisabledPopulation, Urban ,Females,8179,66077
20,State - JHARKHAND (20),InSeeing, Total ,Persons,71801,108920
20,State - JHARKHAND (20),InSeeing, Total ,Males,49178,46864
20,State - JHARKHAND (20),InSeeing, Total ,Females,22623,62056
20,State - JHARKHAND (20),InSeeing, Rural ,Persons,59896,82105
20,State - JHARKHAND (20),InSeeing, Rural ,Males,39243,35556
20,State - JHARKHAND (20),InSeeing, Rural ,Females,20653,46549
20,State - JHARKHAND (20),InSeeing, Urban ,Persons,11905,26815
20,State - JHARKHAND (20),InSeeing, Urban ,Males,9935,11308
20,State - JHARKHAND (20),InSeeing, Urban ,Females,1970,15507
20,State - JHARKHAND (20),InHearing, Total ,Persons,71462,94399
20,State - JHARKHAND (20),InHearing, Total ,Males,47663,40479
20,State - JHARKHAND (20),InHearing, Total ,Females,23799,53920
20,State - JHARKHAND (20),InHearing, Rural ,Persons,58642,68099
20,State - JHARKHAND (20),InHearing, Rural ,Males,37114,29637
20,State - JHARKHAND (20),InHearing, Rural ,Females,21528,38462
20,State - JHARKHAND (20),InHearing, Urban ,Persons,12820,26300
20,State - JHARKHAND (20),InHearing, Urban ,Males,10549,10842
20,State - JHARKHAND (20),InHearing, Urban ,Females,2271,15458
20,State - JHARKHAND (20),InSpeech, Total ,Persons,17450,29234
20,State - JHARKHAND (20),InSpeech, Total ,Males,12296,13873
20,State - JHARKHAND (20),InSpeech, Total ,Females,5154,15361
20,State - JHARKHAND (20),InSpeech, Rural ,Persons,13763,20781
20,State - JHARKHAND (20),InSpeech, Rural ,Males,9210,10095
20,State - JHARKHAND (20),InSpeech, Rural ,Females,4553,10686
20,State - JHARKHAND (20),InSpeech, Urban ,Persons,3687,8453
20,State - JHARKHAND (20),InSpeech, Urban ,Males,3086,3778
20,State - JHARKHAND (20),InSpeech, Urban ,Females,601,4675
20,State - JHARKHAND (20),InMovement, Total ,Persons,53178,94714
20,State - JHARKHAND (20),InMovement, Total ,Males,40019,49084
20,State - JHARKHAND (20),InMovement, Total ,Females,13159,45630
20,State - JHARKHAND (20),InMovement, Rural ,Persons,44876,74052
20,State - JHARKHAND (20),InMovement, Rural ,Males,32821,38392
20,State - JHARKHAND (20),InMovement, Rural ,Females,12055,35660
20,State - JHARKHAND (20),InMovement, Urban ,Persons,8302,20662
20,State - JHARKHAND (20),InMovement, Urban ,Males,7198,10692
20,State - JHARKHAND (20),InMovement, Urban ,Females,1104,9970
20,State - JHARKHAND (20),MentalRetardation, Total ,Persons,10953,26505
20,State - JHARKHAND (20),MentalRetardation, Total ,Males,7456,14145
20,State - JHARKHAND (20),MentalRetardation, Total ,Females,3497,12360
20,State - JHARKHAND (20),MentalRetardation, Rural ,Persons,9485,19208
20,State - JHARKHAND (20),MentalRetardation, Rural ,Males,6244,10116
20,State - JHARKHAND (20),MentalRetardation, Rural ,Females,3241,9092
20,State - JHARKHAND (20),MentalRetardation, Urban ,Persons,1468,7297
20,State - JHARKHAND (20),MentalRetardation, Urban ,Males,1212,4029
20,State - JHARKHAND (20),MentalRetardation, Urban ,Females,256,3268
20,State - JHARKHAND (20),MentalIllness, Total ,Persons,5514,14643
20,State - JHARKHAND (20),MentalIllness, Total ,Males,3656,8062
20,State - JHARKHAND (20),MentalIllness, Total ,Females,1858,6581
20,State - JHARKHAND (20),MentalIllness, Rural ,Persons,4958,10203
20,State - JHARKHAND (20),MentalIllness, Rural ,Males,3196,5358
20,State - JHARKHAND (20),MentalIllness, Rural ,Females,1762,4845
20,State - JHARKHAND (20),MentalIllness, Urban ,Persons,556,4440
20,State - JHARKHAND (20),MentalIllness, Urban ,Males,460,2704
20,State - JHARKHAND (20),MentalIllness, Urban ,Females,96,1736
20,State - JHARKHAND (20),AnyOther, Total ,Persons,47897,64475
20,State - JHARKHAND (20),AnyOther, Total ,Males,32739,29397
20,State - JHARKHAND (20),AnyOther, Total ,Females,15158,35078
20,State - JHARKHAND (20),AnyOther, Rural ,Persons,38790,44998
20,State - JHARKHAND (20),AnyOther, Rural ,Males,25267,20916
20,State - JHARKHAND (20),AnyOther, Rural ,Females,13523,24082
20,State - JHARKHAND (20),AnyOther, Urban ,Persons,9107,19477
20,State - JHARKHAND (20),AnyOther, Urban ,Males,7472,8481
20,State - JHARKHAND (20),AnyOther, Urban ,Females,1635,10996
20,State - JHARKHAND (20),MultipleDisability, Total ,Persons,11878,46957
20,State - JHARKHAND (20),MultipleDisability, Total ,Males,8064,23901
20,State - JHARKHAND (20),MultipleDisability, Total ,Females,3814,23056
20,State - JHARKHAND (20),MultipleDisability, Rural ,Persons,10431,37257
20,State - JHARKHAND (20),MultipleDisability, Rural ,Males,6863,18668
20,State - JHARKHAND (20),MultipleDisability, Rural ,Females,3568,18589
20,State - JHARKHAND (20),MultipleDisability, Urban ,Persons,1447,9700
20,State - JHARKHAND (20),MultipleDisability, Urban ,Males,1201,5233
20,State - JHARKHAND (20),MultipleDisability, Urban ,Females,246,4467
21,State - ODISHA (21),TotalDisabledPopulation, Total ,Persons,427020,817382
21,State - ODISHA (21),TotalDisabledPopulation, Total ,Males,304747,370028
21,State - ODISHA (21),TotalDisabledPopulation, Total ,Females,122273,447354
21,State - ODISHA (21),TotalDisabledPopulation, Rural ,Persons,372952,694787
21,State - ODISHA (21),TotalDisabledPopulation, Rural ,Males,262017,314655
21,State - ODISHA (21),TotalDisabledPopulation, Rural ,Females,110935,380132
21,State - ODISHA (21),TotalDisabledPopulation, Urban ,Persons,54068,122595
21,State - ODISHA (21),TotalDisabledPopulation, Urban ,Males,42730,55373
21,State - ODISHA (21),TotalDisabledPopulation, Urban ,Females,11338,67222
21,State - ODISHA (21),InSeeing, Total ,Persons,100564,163235
21,State - ODISHA (21),InSeeing, Total ,Males,70934,65917
21,State - ODISHA (21),InSeeing, Total ,Females,29630,97318
21,State - ODISHA (21),InSeeing, Rural ,Persons,88266,139256
21,State - ODISHA (21),InSeeing, Rural ,Males,61223,56367
21,State - ODISHA (21),InSeeing, Rural ,Females,27043,82889
21,State - ODISHA (21),InSeeing, Urban ,Persons,12298,23979
21,State - ODISHA (21),InSeeing, Urban ,Males,9711,9550
21,State - ODISHA (21),InSeeing, Urban ,Females,2587,14429
21,State - ODISHA (21),InHearing, Total ,Persons,100241,137617
21,State - ODISHA (21),InHearing, Total ,Males,68396,54849
21,State - ODISHA (21),InHearing, Total ,Females,31845,82768
21,State - ODISHA (21),InHearing, Rural ,Persons,87414,113205
21,State - ODISHA (21),InHearing, Rural ,Males,58576,45187
21,State - ODISHA (21),InHearing, Rural ,Females,28838,68018
21,State - ODISHA (21),InHearing, Urban ,Persons,12827,24412
21,State - ODISHA (21),InHearing, Urban ,Males,9820,9662
21,State - ODISHA (21),InHearing, Urban ,Females,3007,14750
21,State - ODISHA (21),InSpeech, Total ,Persons,27510,41007
21,State - ODISHA (21),InSpeech, Total ,Males,20207,18299
21,State - ODISHA (21),InSpeech, Total ,Females,7303,22708
21,State - ODISHA (21),InSpeech, Rural ,Persons,22893,33237
21,State - ODISHA (21),InSpeech, Rural ,Males,16394,15078
21,State - ODISHA (21),InSpeech, Rural ,Females,6499,18159
21,State - ODISHA (21),InSpeech, Urban ,Persons,4617,7770
21,State - ODISHA (21),InSpeech, Urban ,Males,3813,3221
21,State - ODISHA (21),InSpeech, Urban ,Females,804,4549
21,State - ODISHA (21),InMovement, Total ,Persons,80123,179776
21,State - ODISHA (21),InMovement, Total ,Males,62354,90645
21,State - ODISHA (21),InMovement, Total ,Females,17769,89131
21,State - ODISHA (21),InMovement, Rural ,Persons,70805,157785
21,State - ODISHA (21),InMovement, Rural ,Males,54526,79272
21,State - ODISHA (21),InMovement, Rural ,Females,16279,78513
21,State - ODISHA (21),InMovement, Urban ,Persons,9318,21991
21,State - ODISHA (21),InMovement, Urban ,Males,7828,11373
21,State - ODISHA (21),InMovement, Urban ,Females,1490,10618
21,State - ODISHA (21),MentalRetardation, Total ,Persons,16706,55693
21,State - ODISHA (21),MentalRetardation, Total ,Males,11722,28598
21,State - ODISHA (21),MentalRetardation, Total ,Females,4984,27095
21,State - ODISHA (21),MentalRetardation, Rural ,Persons,14924,46803
21,State - ODISHA (21),MentalRetardation, Rural ,Males,10277,23833
21,State - ODISHA (21),MentalRetardation, Rural ,Females,4647,22970
21,State - ODISHA (21),MentalRetardation, Urban ,Persons,1782,8890
21,State - ODISHA (21),MentalRetardation, Urban ,Males,1445,4765
21,State - ODISHA (21),MentalRetardation, Urban ,Females,337,4125
21,State - ODISHA (21),MentalIllness, Total ,Persons,9197,33640
21,State - ODISHA (21),MentalIllness, Total ,Males,6286,16627
21,State - ODISHA (21),MentalIllness, Total ,Females,2911,17013
21,State - ODISHA (21),MentalIllness, Rural ,Persons,8487,28740
21,State - ODISHA (21),MentalIllness, Rural ,Males,5731,14007
21,State - ODISHA (21),MentalIllness, Rural ,Females,2756,14733
21,State - ODISHA (21),MentalIllness, Urban ,Persons,710,4900
21,State - ODISHA (21),MentalIllness, Urban ,Males,555,2620
21,State - ODISHA (21),MentalIllness, Urban ,Females,155,2280
21,State - ODISHA (21),AnyOther, Total ,Persons,70641,102240
21,State - ODISHA (21),AnyOther, Total ,Males,49426,44554
21,State - ODISHA (21),AnyOther, Total ,Females,21215,57686
21,State - ODISHA (21),AnyOther, Rural ,Persons,59921,83797
21,State - ODISHA (21),AnyOther, Rural ,Males,41290,36670
21,State - ODISHA (21),AnyOther, Rural ,Females,18631,47127
21,State - ODISHA (21),AnyOther, Urban ,Persons,10720,18443
21,State - ODISHA (21),AnyOther, Urban ,Males,8136,7884
21,State - ODISHA (21),AnyOther, Urban ,Females,2584,10559
21,State - ODISHA (21),MultipleDisability, Total ,Persons,22038,104174
21,State - ODISHA (21),MultipleDisability, Total ,Males,15422,50539
21,State - ODISHA (21),MultipleDisability, Total ,Females,6616,53635
21,State - ODISHA (21),MultipleDisability, Rural ,Persons,20242,91964
21,State - ODISHA (21),MultipleDisability, Rural ,Males,14000,44241
21,State - ODISHA (21),MultipleDisability, Rural ,Females,6242,47723
21,State - ODISHA (21),MultipleDisability, Urban ,Persons,1796,12210
21,State - ODISHA (21),MultipleDisability, Urban ,Males,1422,6298
21,State - ODISHA (21),MultipleDisability, Urban ,Females,374,5912
22,State - CHHATTISGARH (22),TotalDisabledPopulation, Total ,Persons,240846,384091
22,State - CHHATTISGARH (22),TotalDisabledPopulation, Total ,Males,157622,176471
22,State - CHHATTISGARH (22),TotalDisabledPopulation, Total ,Females,83224,207620
22,State - CHHATTISGARH (22),TotalDisabledPopulation, Rural ,Persons,201058,297170
22,State - CHHATTISGARH (22),TotalDisabledPopulation, Rural ,Males,126566,137032
22,State - CHHATTISGARH (22),TotalDisabledPopulation, Rural ,Females,74492,160138
22,State - CHHATTISGARH (22),TotalDisabledPopulation, Urban ,Persons,39788,86921
22,State - CHHATTISGARH (22),TotalDisabledPopulation, Urban ,Males,31056,39439
22,State - CHHATTISGARH (22),TotalDisabledPopulation, Urban ,Females,8732,47482
22,State - CHHATTISGARH (22),InSeeing, Total ,Persons,45535,65634
22,State - CHHATTISGARH (22),InSeeing, Total ,Males,29231,26835
22,State - CHHATTISGARH (22),InSeeing, Total ,Females,16304,38799
22,State - CHHATTISGARH (22),InSeeing, Rural ,Persons,37674,50391
22,State - CHHATTISGARH (22),InSeeing, Rural ,Males,23132,20780
22,State - CHHATTISGARH (22),InSeeing, Rural ,Females,14542,29611
22,State - CHHATTISGARH (22),InSeeing, Urban ,Persons,7861,15243
22,State - CHHATTISGARH (22),InSeeing, Urban ,Males,6099,6055
22,State - CHHATTISGARH (22),InSeeing, Urban ,Females,1762,9188
22,State - CHHATTISGARH (22),InHearing, Total ,Persons,44636,47679
22,State - CHHATTISGARH (22),InHearing, Total ,Males,28215,19725
22,State - CHHATTISGARH (22),InHearing, Total ,Females,16421,27954
22,State - CHHATTISGARH (22),InHearing, Rural ,Persons,37644,35792
22,State - CHHATTISGARH (22),InHearing, Rural ,Males,22874,14993
22,State - CHHATTISGARH (22),InHearing, Rural ,Females,14770,20799
22,State - CHHATTISGARH (22),InHearing, Urban ,Persons,6992,11887
22,State - CHHATTISGARH (22),InHearing, Urban ,Males,5341,4732
22,State - CHHATTISGARH (22),InHearing, Urban ,Females,1651,7155
22,State - CHHATTISGARH (22),InSpeech, Total ,Persons,11808,16454
22,State - CHHATTISGARH (22),InSpeech, Total ,Males,7531,7978
22,State - CHHATTISGARH (22),InSpeech, Total ,Females,4277,8476
22,State - CHHATTISGARH (22),InSpeech, Rural ,Persons,9513,11795
22,State - CHHATTISGARH (22),InSpeech, Rural ,Males,5733,5895
22,State - CHHATTISGARH (22),InSpeech, Rural ,Females,3780,5900
22,State - CHHATTISGARH (22),InSpeech, Urban ,Persons,2295,4659
22,State - CHHATTISGARH (22),InSpeech, Urban ,Males,1798,2083
22,State - CHHATTISGARH (22),InSpeech, Urban ,Females,497,2576
22,State - CHHATTISGARH (22),InMovement, Total ,Persons,73973,116355
22,State - CHHATTISGARH (22),InMovement, Total ,Males,52106,56309
22,State - CHHATTISGARH (22),InMovement, Total ,Females,21867,60046
22,State - CHHATTISGARH (22),InMovement, Rural ,Persons,61827,93710
22,State - CHHATTISGARH (22),InMovement, Rural ,Males,42289,45294
22,State - CHHATTISGARH (22),InMovement, Rural ,Females,19538,48416
22,State - CHHATTISGARH (22),InMovement, Urban ,Persons,12146,22645
22,State - CHHATTISGARH (22),InMovement, Urban ,Males,9817,11015
22,State - CHHATTISGARH (22),InMovement, Urban ,Females,2329,11630
22,State - CHHATTISGARH (22),MentalRetardation, Total ,Persons,8542,24629
22,State - CHHATTISGARH (22),MentalRetardation, Total ,Males,5126,12436
22,State - CHHATTISGARH (22),MentalRetardation, Total ,Females,3416,12193
22,State - CHHATTISGARH (22),MentalRetardation, Rural ,Persons,7345,18110
22,State - CHHATTISGARH (22),MentalRetardation, Rural ,Males,4227,9052
22,State - CHHATTISGARH (22),MentalRetardation, Rural ,Females,3118,9058
22,State - CHHATTISGARH (22),MentalRetardation, Urban ,Persons,1197,6519
22,State - CHHATTISGARH (22),MentalRetardation, Urban ,Males,899,3384
22,State - CHHATTISGARH (22),MentalRetardation, Urban ,Females,298,3135
22,State - CHHATTISGARH (22),MentalIllness, Total ,Persons,5207,15625
22,State - CHHATTISGARH (22),MentalIllness, Total ,Males,3111,7780
22,State - CHHATTISGARH (22),MentalIllness, Total ,Females,2096,7845
22,State - CHHATTISGARH (22),MentalIllness, Rural ,Persons,4646,11651
22,State - CHHATTISGARH (22),MentalIllness, Rural ,Males,2662,5658
22,State - CHHATTISGARH (22),MentalIllness, Rural ,Females,1984,5993
22,State - CHHATTISGARH (22),MentalIllness, Urban ,Persons,561,3974
22,State - CHHATTISGARH (22),MentalIllness, Urban ,Males,449,2122
22,State - CHHATTISGARH (22),MentalIllness, Urban ,Females,112,1852
22,State - CHHATTISGARH (22),AnyOther, Total ,Persons,37284,39619
22,State - CHHATTISGARH (22),AnyOther, Total ,Males,23651,18198
22,State - CHHATTISGARH (22),AnyOther, Total ,Females,13633,21421
22,State - CHHATTISGARH (22),AnyOther, Rural ,Persons,30064,28214
22,State - CHHATTISGARH (22),AnyOther, Rural ,Males,18149,13407
22,State - CHHATTISGARH (22),AnyOther, Rural ,Females,11915,14807
22,State - CHHATTISGARH (22),AnyOther, Urban ,Persons,7220,11405
22,State - CHHATTISGARH (22),AnyOther, Urban ,Males,5502,4791
22,State - CHHATTISGARH (22),AnyOther, Urban ,Females,1718,6614
22,State - CHHATTISGARH (22),MultipleDisability, Total ,Persons,13861,58096
22,State - CHHATTISGARH (22),MultipleDisability, Total ,Males,8651,27210
22,State - CHHATTISGARH (22),MultipleDisability, Total ,Females,5210,30886
22,State - CHHATTISGARH (22),MultipleDisability, Rural ,Persons,12345,47507
22,State - CHHATTISGARH (22),MultipleDisability, Rural ,Males,7500,21953
22,State - CHHATTISGARH (22),MultipleDisability, Rural ,Females,4845,25554
22,State - CHHATTISGARH (22),MultipleDisability, Urban ,Persons,1516,10589
22,State - CHHATTISGARH (22),MultipleDisability, Urban ,Males,1151,5257
22,State - CHHATTISGARH (22),MultipleDisability, Urban ,Females,365,5332
23,State - MADHYA PRADESH (23),TotalDisabledPopulation, Total ,Persons,613921,938010
23,State - MADHYA PRADESH (23),TotalDisabledPopulation, Total ,Males,433143,455608
23,State - MADHYA PRADESH (23),TotalDisabledPopulation, Total ,Females,180778,482402
23,State - MADHYA PRADESH (23),TotalDisabledPopulation, Rural ,Persons,466887,638817
23,State - MADHYA PRADESH (23),TotalDisabledPopulation, Rural ,Males,315571,315952
23,State - MADHYA PRADESH (23),TotalDisabledPopulation, Rural ,Females,151316,322865
23,State - MADHYA PRADESH (23),TotalDisabledPopulation, Urban ,Persons,147034,299193
23,State - MADHYA PRADESH (23),TotalDisabledPopulation, Urban ,Males,117572,139656
23,State - MADHYA PRADESH (23),TotalDisabledPopulation, Urban ,Females,29462,159537
23,State - MADHYA PRADESH (23),InSeeing, Total ,Persons,106335,164416
23,State - MADHYA PRADESH (23),InSeeing, Total ,Males,72819,71463
23,State - MADHYA PRADESH (23),InSeeing, Total ,Females,33516,92953
23,State - MADHYA PRADESH (23),InSeeing, Rural ,Persons,79613,113206
23,State - MADHYA PRADESH (23),InSeeing, Rural ,Males,51639,49984
23,State - MADHYA PRADESH (23),InSeeing, Rural ,Females,27974,63222
23,State - MADHYA PRADESH (23),InSeeing, Urban ,Persons,26722,51210
23,State - MADHYA PRADESH (23),InSeeing, Urban ,Males,21180,21479
23,State - MADHYA PRADESH (23),InSeeing, Urban ,Females,5542,29731
23,State - MADHYA PRADESH (23),InHearing, Total ,Persons,118663,148698
23,State - MADHYA PRADESH (23),InHearing, Total ,Males,80925,64110
23,State - MADHYA PRADESH (23),InHearing, Total ,Females,37738,84588
23,State - MADHYA PRADESH (23),InHearing, Rural ,Persons,86629,92429
23,State - MADHYA PRADESH (23),InHearing, Rural ,Males,55902,41315
23,State - MADHYA PRADESH (23),InHearing, Rural ,Females,30727,51114
23,State - MADHYA PRADESH (23),InHearing, Urban ,Persons,32034,56269
23,State - MADHYA PRADESH (23),InHearing, Urban ,Males,25023,22795
23,State - MADHYA PRADESH (23),InHearing, Urban ,Females,7011,33474
23,State - MADHYA PRADESH (23),InSpeech, Total ,Persons,27327,41997
23,State - MADHYA PRADESH (23),InSpeech, Total ,Males,19401,20916
23,State - MADHYA PRADESH (23),InSpeech, Total ,Females,7926,21081
23,State - MADHYA PRADESH (23),InSpeech, Rural ,Persons,19916,26473
23,State - MADHYA PRADESH (23),InSpeech, Rural ,Males,13370,13882
23,State - MADHYA PRADESH (23),InSpeech, Rural ,Females,6546,12591
23,State - MADHYA PRADESH (23),InSpeech, Urban ,Persons,7411,15524
23,State - MADHYA PRADESH (23),InSpeech, Urban ,Males,6031,7034
23,State - MADHYA PRADESH (23),InSpeech, Urban ,Females,1380,8490
23,State - MADHYA PRADESH (23),InMovement, Total ,Persons,170753,233985
23,State - MADHYA PRADESH (23),InMovement, Total ,Males,128607,123778
23,State - MADHYA PRADESH (23),InMovement, Total ,Females,42146,110207
23,State - MADHYA PRADESH (23),InMovement, Rural ,Persons,135165,173983
23,State - MADHYA PRADESH (23),InMovement, Rural ,Males,98879,92702
23,State - MADHYA PRADESH (23),InMovement, Rural ,Females,36286,81281
23,State - MADHYA PRADESH (23),InMovement, Urban ,Persons,35588,60002
23,State - MADHYA PRADESH (23),InMovement, Urban ,Males,29728,31076
23,State - MADHYA PRADESH (23),InMovement, Urban ,Females,5860,28926
